#separator:tab
#html:false
Genus_cof_DNP	back_card
Komarovia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026546     https://en.wikipedia.org/wiki/Komarovia     https://www.merriam-webster.com/dictionary/Komarovia
Werauhia	Plantae - Tracheophyta - Liliopsida - Poales - Bromeliaceae     https://www.gbif.org/species/7289561     https://en.wikipedia.org/wiki/Werauhia     https://www.merriam-webster.com/dictionary/Werauhia
Oxyceros	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2904145     https://en.wikipedia.org/wiki/Oxyceros     https://www.merriam-webster.com/dictionary/Oxyceros
Knowltonia	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/7276765     https://en.wikipedia.org/wiki/Knowltonia     https://www.merriam-webster.com/dictionary/Knowltonia
Bunias	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3050356     https://en.wikipedia.org/wiki/Bunias     https://www.merriam-webster.com/dictionary/Bunias
Resnova	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/8407427     https://en.wikipedia.org/wiki/Resnova     https://www.merriam-webster.com/dictionary/Resnova
Mimulus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Phrymaceae     https://www.gbif.org/species/6008574     https://en.wikipedia.org/wiki/Mimulus     https://www.merriam-webster.com/dictionary/Mimulus
Isoetes	Plantae - Tracheophyta - Lycopodiopsida - Isoetales - Isoetaceae     https://www.gbif.org/species/2688248     https://en.wikipedia.org/wiki/Isoetes     https://www.merriam-webster.com/dictionary/Isoetes
Dorycnium	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2959115     https://en.wikipedia.org/wiki/Dorycnium     https://www.merriam-webster.com/dictionary/Dorycnium
Earina	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2836314     https://en.wikipedia.org/wiki/Earina     https://www.merriam-webster.com/dictionary/Earina
Chaiturus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2927070     https://en.wikipedia.org/wiki/Chaiturus     https://www.merriam-webster.com/dictionary/Chaiturus
Enicosanthum	Plantae - Tracheophyta - Magnoliopsida - Magnoliales - Annonaceae     https://www.gbif.org/species/3155213     https://en.wikipedia.org/wiki/Enicosanthum     https://www.merriam-webster.com/dictionary/Enicosanthum
Saraca	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2974323     https://en.wikipedia.org/wiki/Saraca     https://www.merriam-webster.com/dictionary/Saraca
Gevuina	Plantae - Tracheophyta - Magnoliopsida - Proteales - Proteaceae     https://www.gbif.org/species/7287208     https://en.wikipedia.org/wiki/Gevuina     https://www.merriam-webster.com/dictionary/Gevuina
Radlkoferotoma	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3150243     https://en.wikipedia.org/wiki/Radlkoferotoma     https://www.merriam-webster.com/dictionary/Radlkoferotoma
Coopernookia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Goodeniaceae     https://www.gbif.org/species/7262178     https://en.wikipedia.org/wiki/Coopernookia     https://www.merriam-webster.com/dictionary/Coopernookia
Crassothonna	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/9420323     https://en.wikipedia.org/wiki/Crassothonna     https://www.merriam-webster.com/dictionary/Crassothonna
Elaeis	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2731881     https://en.wikipedia.org/wiki/Elaeis     https://www.merriam-webster.com/dictionary/Elaeis
Hermas	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027338     https://en.wikipedia.org/wiki/Hermas     https://www.merriam-webster.com/dictionary/Hermas
Galatella	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3091599     https://en.wikipedia.org/wiki/Galatella     https://www.merriam-webster.com/dictionary/Galatella
Darwinia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3180277     https://en.wikipedia.org/wiki/Darwinia     https://www.merriam-webster.com/dictionary/Darwinia
Loeseneriella	Plantae - Tracheophyta - Magnoliopsida - Celastrales - Celastraceae     https://www.gbif.org/species/7265551     https://en.wikipedia.org/wiki/Loeseneriella     https://www.merriam-webster.com/dictionary/Loeseneriella
Androstachys	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Picrodendraceae     https://www.gbif.org/species/5428559     https://en.wikipedia.org/wiki/Androstachys     https://www.merriam-webster.com/dictionary/Androstachys
Brickelliastrum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3087044     https://en.wikipedia.org/wiki/Brickelliastrum     https://www.merriam-webster.com/dictionary/Brickelliastrum
Thonningia	Plantae - Tracheophyta - Magnoliopsida - Santalales - Balanophoraceae     https://www.gbif.org/species/7309791     https://en.wikipedia.org/wiki/Thonningia     https://www.merriam-webster.com/dictionary/Thonningia
Nematolepis	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269425     https://en.wikipedia.org/wiki/Nematolepis     https://www.merriam-webster.com/dictionary/Nematolepis
Tersonia	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Gyrostemonaceae     https://www.gbif.org/species/3718292     https://en.wikipedia.org/wiki/Tersonia     https://www.merriam-webster.com/dictionary/Tersonia
Barteria	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Passifloraceae     https://www.gbif.org/species/3231277     https://en.wikipedia.org/wiki/Barteria     https://www.merriam-webster.com/dictionary/Barteria
Ctenium	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/9778797     https://en.wikipedia.org/wiki/Ctenium     https://www.merriam-webster.com/dictionary/Ctenium
Ulva	Plantae - Chlorophyta - Ulvophyceae - Ulvales - Ulvaceae     https://www.gbif.org/species/9408069     https://en.wikipedia.org/wiki/Ulva     https://www.merriam-webster.com/dictionary/Ulva
Monotropastrum	Plantae - Tracheophyta - Magnoliopsida - Ericales - Ericaceae     https://www.gbif.org/species/7328117     https://en.wikipedia.org/wiki/Monotropastrum     https://www.merriam-webster.com/dictionary/Monotropastrum
Jasonia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3150714     https://en.wikipedia.org/wiki/Jasonia     https://www.merriam-webster.com/dictionary/Jasonia
Conobea	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/7332098     https://en.wikipedia.org/wiki/Conobea     https://www.merriam-webster.com/dictionary/Conobea
Udotea	Plantae - Chlorophyta - Ulvophyceae - Bryopsidales - Udoteaceae     https://www.gbif.org/species/9763065     https://en.wikipedia.org/wiki/Udotea     https://www.merriam-webster.com/dictionary/Udotea
Pascalia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3126653     https://en.wikipedia.org/wiki/Pascalia     https://www.merriam-webster.com/dictionary/Pascalia
Dendriopoterium	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/8023143     https://en.wikipedia.org/wiki/Dendriopoterium     https://www.merriam-webster.com/dictionary/Dendriopoterium
Trochodendron	Plantae - Tracheophyta - Magnoliopsida - Trochodendrales - Trochodendraceae     https://www.gbif.org/species/7274049     https://en.wikipedia.org/wiki/Trochodendron     https://www.merriam-webster.com/dictionary/Trochodendron
Pilgerodendron	Plantae - Tracheophyta - Pinopsida - Pinales - Cupressaceae     https://www.gbif.org/species/2684234     https://en.wikipedia.org/wiki/Pilgerodendron     https://www.merriam-webster.com/dictionary/Pilgerodendron
Christisonia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/7332254     https://en.wikipedia.org/wiki/Christisonia     https://www.merriam-webster.com/dictionary/Christisonia
Astrantia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034914     https://en.wikipedia.org/wiki/Astrantia     https://www.merriam-webster.com/dictionary/Astrantia
Poiretia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/5355184     https://en.wikipedia.org/wiki/Poiretia     https://www.merriam-webster.com/dictionary/Poiretia
Lecaniodiscus	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Sapindaceae     https://www.gbif.org/species/7264847     https://en.wikipedia.org/wiki/Lecaniodiscus     https://www.merriam-webster.com/dictionary/Lecaniodiscus
Caraipa	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Calophyllaceae     https://www.gbif.org/species/7330048     https://en.wikipedia.org/wiki/Caraipa     https://www.merriam-webster.com/dictionary/Caraipa
Chaetanthera	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/8222644     https://en.wikipedia.org/wiki/Chaetanthera     https://www.merriam-webster.com/dictionary/Chaetanthera
Plenasium	Plantae - Tracheophyta - Polypodiopsida - Osmundales - Osmundaceae     https://www.gbif.org/species/7390709     https://en.wikipedia.org/wiki/Plenasium     https://www.merriam-webster.com/dictionary/Plenasium
Bilacunaria	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026370     https://en.wikipedia.org/wiki/Bilacunaria     https://www.merriam-webster.com/dictionary/Bilacunaria
Rhodanthemum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3149696     https://en.wikipedia.org/wiki/Rhodanthemum     https://www.merriam-webster.com/dictionary/Rhodanthemum
Helosis	Plantae - Tracheophyta - Magnoliopsida - Santalales - Balanophoraceae     https://www.gbif.org/species/2889924     https://en.wikipedia.org/wiki/Helosis     https://www.merriam-webster.com/dictionary/Helosis
Hazardia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3098545     https://en.wikipedia.org/wiki/Hazardia     https://www.merriam-webster.com/dictionary/Hazardia
Lophophytum	Plantae - Tracheophyta - Magnoliopsida - Santalales - Balanophoraceae     https://www.gbif.org/species/4195026     https://en.wikipedia.org/wiki/Lophophytum     https://www.merriam-webster.com/dictionary/Lophophytum
Oreopteris	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Thelypteridaceae     https://www.gbif.org/species/7321305     https://en.wikipedia.org/wiki/Oreopteris     https://www.merriam-webster.com/dictionary/Oreopteris
Cyrtosia	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2795980     https://en.wikipedia.org/wiki/Cyrtosia     https://www.merriam-webster.com/dictionary/Cyrtosia
Belostemma	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7311646     https://en.wikipedia.org/wiki/Belostemma     https://www.merriam-webster.com/dictionary/Belostemma
Werneria	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3111712     https://en.wikipedia.org/wiki/Werneria     https://www.merriam-webster.com/dictionary/Werneria
Geleznowia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/6433896     https://en.wikipedia.org/wiki/Geleznowia     https://www.merriam-webster.com/dictionary/Geleznowia
Muellerina	Plantae - Tracheophyta - Magnoliopsida - Santalales - Loranthaceae     https://www.gbif.org/species/3232636     https://en.wikipedia.org/wiki/Muellerina     https://www.merriam-webster.com/dictionary/Muellerina
Xanthisma	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3150449     https://en.wikipedia.org/wiki/Xanthisma     https://www.merriam-webster.com/dictionary/Xanthisma
Xerophyllum	Plantae - Tracheophyta - Liliopsida - Liliales - Melanthiaceae     https://www.gbif.org/species/2741720     https://en.wikipedia.org/wiki/Xerophyllum     https://www.merriam-webster.com/dictionary/Xerophyllum
Trachycarpus	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2739070     https://en.wikipedia.org/wiki/Trachycarpus     https://www.merriam-webster.com/dictionary/Trachycarpus
Bocoa	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2941178     https://en.wikipedia.org/wiki/Bocoa     https://www.merriam-webster.com/dictionary/Bocoa
Hardenbergia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2948692     https://en.wikipedia.org/wiki/Hardenbergia     https://www.merriam-webster.com/dictionary/Hardenbergia
Zosima	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3232470     https://en.wikipedia.org/wiki/Zosima     https://www.merriam-webster.com/dictionary/Zosima
Achimenes	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Gesneriaceae     https://www.gbif.org/species/3233488     https://en.wikipedia.org/wiki/Achimenes     https://www.merriam-webster.com/dictionary/Achimenes
Watsonia	Plantae - Tracheophyta - Liliopsida - Asparagales - Iridaceae     https://www.gbif.org/species/2747139     https://en.wikipedia.org/wiki/Watsonia     https://www.merriam-webster.com/dictionary/Watsonia
Breonadia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2900925     https://en.wikipedia.org/wiki/Breonadia     https://www.merriam-webster.com/dictionary/Breonadia
Orchis	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2849312     https://en.wikipedia.org/wiki/Orchis     https://www.merriam-webster.com/dictionary/Orchis
Paraserianthes	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2943718     https://en.wikipedia.org/wiki/Paraserianthes     https://www.merriam-webster.com/dictionary/Paraserianthes
Cipura	Plantae - Tracheophyta - Liliopsida - Asparagales - Iridaceae     https://www.gbif.org/species/2744096     https://en.wikipedia.org/wiki/Cipura     https://www.merriam-webster.com/dictionary/Cipura
Erisma	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Vochysiaceae     https://www.gbif.org/species/3231629     https://en.wikipedia.org/wiki/Erisma     https://www.merriam-webster.com/dictionary/Erisma
Callisthene	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Vochysiaceae     https://www.gbif.org/species/7288309     https://en.wikipedia.org/wiki/Callisthene     https://www.merriam-webster.com/dictionary/Callisthene
Eruca	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3049319     https://en.wikipedia.org/wiki/Eruca     https://www.merriam-webster.com/dictionary/Eruca
Calytrix	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3184820     https://en.wikipedia.org/wiki/Calytrix     https://www.merriam-webster.com/dictionary/Calytrix
Petrosimonia	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/6035664     https://en.wikipedia.org/wiki/Petrosimonia     https://www.merriam-webster.com/dictionary/Petrosimonia
Cordeauxia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2981416     https://en.wikipedia.org/wiki/Cordeauxia     https://www.merriam-webster.com/dictionary/Cordeauxia
Corylopsis	Plantae - Tracheophyta - Magnoliopsida - Saxifragales - Hamamelidaceae     https://www.gbif.org/species/7167297     https://en.wikipedia.org/wiki/Corylopsis     https://www.merriam-webster.com/dictionary/Corylopsis
